"slug","name","country","action","reason","new_slug","eligible_languages"
"rdio-secular","Rádio secular","Brazil","slug-rewrite","old=rdio-secular → new=radio-secular","radio-secular","en|pt"
"radio-sal-1","Radio Salü","Germany","slug-rewrite","old=radio-sal-1 → new=radio-salu","radio-salu","en|de|tr"
"radio-sensacin-967-fm-ciudad-gusmn","Radio sensación 96.7 FM Ciudad Gusmán","Mexico","slug-rewrite","old=radio-sensacin-967-fm-ciudad-gusmn → new=radio-sensacion-96-7-fm-ciudad-gusman","radio-sensacion-96-7-fm-ciudad-gusman","en|es"
"rdio-senado","Rádio Senado","Brazil","slug-rewrite","old=rdio-senado → new=radio-senado","radio-senado","en|pt"
"radio-saw-2010er-1","radio SAW-2010er","Germany","slug-rewrite+mark-noindex","old=radio-saw-2010er-1 → new=radio-saw-2010er-1 ; junk:duplicate-of:radio-saw-2010er","radio-saw-2010er-1","en|de|tr"
"radio-sensacin-1","RADIO SENSACIÓN","Colombia","slug-rewrite","old=radio-sensacin-1 → new=radio-sensacion","radio-sensacion","en|es"
"radio-sd-908-fm","Radio SD 90.8 FM","India","slug-rewrite+mark-noindex","old=radio-sd-908-fm → new=radio-sd-90-8-fm-1 ; junk:duplicate-of:radio-sd-90-8-fm","radio-sd-90-8-fm-1","en|hi|ta|te|bn|mr|gu|ur"
"radio-salut-cest-cool","Radio salut c'est cool","France","slug-rewrite","old=radio-salut-cest-cool → new=radio-salut-c-est-cool","radio-salut-c-est-cool","en|fr|ar"
"rdio-seu","Ràdio Seu","Spain","slug-rewrite","old=rdio-seu → new=radio-seu","radio-seu","en|es|ca"
"radio-sfera-1022","Radio Sfera 102.2","Cyprus","slug-rewrite","old=radio-sfera-1022 → new=radio-sfera-102-2","radio-sfera-102-2","en|el"
"radio-san-marino-classic-1","Radio San Marino Classic","San Marino","slug-rewrite+mark-noindex","old=radio-san-marino-classic-1 → new=radio-san-marino-classic-1 ; junk:duplicate-of:radio-san-marino-classic","radio-san-marino-classic-1","en|it"
"radio-saw-fitness-1","radio SAW-Fitness","Germany","slug-rewrite+mark-noindex","old=radio-saw-fitness-1 → new=radio-saw-fitness-1 ; junk:duplicate-of:radio-saw-fitness","radio-saw-fitness-1","en|de|tr"
"radio-schlagerparadies-1","Radio Schlagerparadies","Germany","slug-rewrite+mark-noindex","old=radio-schlagerparadies-1 → new=radio-schlagerparadies-1 ; junk:duplicate-of:radio-schlagerparadies","radio-schlagerparadies-1","en|de|tr"
"radio-samantha-893-fm","Radio Samantha 89.3 FM","Ecuador","slug-rewrite","old=radio-samantha-893-fm → new=radio-samantha-89-3-fm","radio-samantha-89-3-fm","en|es"
"radio-scoop-clermont-1","Radio Scoop Clermont","France","slug-rewrite+mark-noindex","old=radio-scoop-clermont-1 → new=radio-scoop-clermont-1 ; junk:duplicate-of:radio-scoop-clermont","radio-scoop-clermont-1","en|fr|ar"
"radio-santa-mp3","Radio Santa (MP3)","The United States Of America","mark-noindex","junk:codec-suffix:-mp3","radio-santa-mp3","en|es"
"radio-san-borondn","Radio San Borondón","Spain","slug-rewrite","old=radio-san-borondn → new=radio-san-borondon","radio-san-borondon","en|es|ca"
"rdio-saudade-fm-997","Rádio Saudade FM 99.7","Brazil","slug-rewrite","old=rdio-saudade-fm-997 → new=radio-saudade-fm-99-7","radio-saudade-fm-99-7","en|pt"
"radio-sd-908-fm-2","Radio SD 90.8 FM","India","slug-rewrite+mark-noindex","old=radio-sd-908-fm-2 → new=radio-sd-90-8-fm-2 ; junk:duplicate-of:radio-sd-90-8-fm","radio-sd-90-8-fm-2","en|hi|ta|te|bn|mr|gu|ur"
"radio-seis-1031-fm","radio seis 103.1 FM","Argentina","slug-rewrite","old=radio-seis-1031-fm → new=radio-seis-103-1-fm","radio-seis-103-1-fm","en|es"
"rdio-samson-2","Rádio Samson","Czechia","slug-rewrite+mark-noindex","old=rdio-samson-2 → new=radio-samson-1 ; junk:duplicate-of:radio-samson","radio-samson-1","en|cs"
"radio-scandalo-1037-fm","Radio Scandalo 103.7 FM","Ecuador","slug-rewrite","old=radio-scandalo-1037-fm → new=radio-scandalo-103-7-fm","radio-scandalo-103-7-fm","en|es"
"radio-ajkaka","Radio Šajkaška","Serbia","slug-rewrite","old=radio-ajkaka → new=radio-sajkaska","radio-sajkaska","en|sr"
"radio-sal-mallorca-style","Radio Salü Mallorca-Style","Germany","slug-rewrite","old=radio-sal-mallorca-style → new=radio-salu-mallorca-style","radio-salu-mallorca-style","en|de|tr"
"rdio-so-bento-fm-rsb-903","Rádio São Bento FM - RSB 90.3","Brazil","slug-rewrite","old=rdio-so-bento-fm-rsb-903 → new=radio-sao-bento-fm-rsb-90-3","radio-sao-bento-fm-rsb-90-3","en|pt"
"radio-saw-synthie-pop-1","radio SAW-Synthie Pop","Germany","slug-rewrite+mark-noindex","old=radio-saw-synthie-pop-1 → new=radio-saw-synthie-pop-1 ; junk:duplicate-of:radio-saw-synthie-pop","radio-saw-synthie-pop-1","en|de|tr"
"rdio-sertaneja","Rádio Sertaneja","Brazil","slug-rewrite","old=rdio-sertaneja → new=radio-sertaneja","radio-sertaneja","en|pt"
"radio-salsoul-1","Radio Salsoul","The United States Of America","slug-rewrite+mark-noindex","old=radio-salsoul-1 → new=radio-salsoul-1 ; junk:duplicate-of:radio-salsoul","radio-salsoul-1","en|es"
"radio-santa-claus-1","Radio Santa Claus","Finland","slug-rewrite+mark-noindex","old=radio-santa-claus-1 → new=radio-santa-claus-1 ; junk:duplicate-of:radio-santa-claus","radio-santa-claus-1","en|fi|sv"
"radio-saw-1","radio SAW","Germany","slug-rewrite+mark-noindex","old=radio-saw-1 → new=radio-saw-1 ; junk:duplicate-of:radio-saw","radio-saw-1","en|de|tr"
"radio-saint-frol","Radio Saint Féréol","France","slug-rewrite","old=radio-saint-frol → new=radio-saint-fereol","radio-saint-fereol","en|fr|ar"
"radio-saw-region-magdeburgaltmark","radio SAW Region Magdeburg/Altmark","Germany","slug-rewrite","old=radio-saw-region-magdeburgaltmark → new=radio-saw-region-magdeburg-altmark","radio-saw-region-magdeburg-altmark","en|de|tr"
"radio-saw-urban-music-1","radio SAW-Urban Music","Germany","slug-rewrite+mark-noindex","old=radio-saw-urban-music-1 → new=radio-saw-urban-music-1 ; junk:duplicate-of:radio-saw-urban-music","radio-saw-urban-music-1","en|de|tr"
"radio-saw-80er-1","radio SAW-80er","Germany","slug-rewrite+mark-noindex","old=radio-saw-80er-1 → new=radio-saw-80er-1 ; junk:duplicate-of:radio-saw-80er","radio-saw-80er-1","en|de|tr"
"radio-szava","Radio Sázava","Czechia","slug-rewrite","old=radio-szava → new=radio-sazava","radio-sazava","en|cs"
"radio-sal-2","Radio Salü","Unknown","slug-rewrite+mark-noindex","old=radio-sal-2 → new=radio-salu-1 ; junk:duplicate-of:radio-salu","radio-salu-1","en"
"radio-satlite-1007-fm-callao","Radio Satélite (100.7 FM, Callao)","Peru","slug-rewrite","old=radio-satlite-1007-fm-callao → new=radio-satelite-100-7-fm-callao","radio-satelite-100-7-fm-callao","en|es"
"rdio-santiago","Rádio Santiago","Portugal","slug-rewrite+mark-noindex","old=rdio-santiago → new=radio-santiago-1 ; junk:duplicate-of:radio-santiago","radio-santiago-1","en|pt"
"radio-sal-soundtrack","Radio Salü Soundtrack","Unknown","slug-rewrite","old=radio-sal-soundtrack → new=radio-salu-soundtrack","radio-salu-soundtrack","en"
"radio-saw-region-harzniedersachsen","radio SAW Region Harz/Niedersachsen","Germany","slug-rewrite","old=radio-saw-region-harzniedersachsen → new=radio-saw-region-harz-niedersachsen","radio-saw-region-harz-niedersachsen","en|de|tr"
"rdio-scalla-msica-brasileira","Rádio Scalla - Música Brasileira","Brazil","slug-rewrite","old=rdio-scalla-msica-brasileira → new=radio-scalla-musica-brasileira","radio-scalla-musica-brasileira","en|pt"
"rdio-so-roque","Rádio São Roque","Brazil","slug-rewrite","old=rdio-so-roque → new=radio-sao-roque","radio-sao-roque","en|pt"
"rdio-saudade-fm-997-1","Rádio Saudade FM 99.7","Brazil","slug-rewrite+mark-noindex","old=rdio-saudade-fm-997-1 → new=radio-saudade-fm-99-7-1 ; junk:duplicate-of:radio-saudade-fm-99-7","radio-saudade-fm-99-7-1","en|pt"
"radio-salem-925","Radio Salem 92.5","El Salvador","slug-rewrite","old=radio-salem-925 → new=radio-salem-92-5","radio-salem-92-5","en"
"rdio-senado-1","Rádio Senado","Brazil","slug-rewrite+mark-noindex","old=rdio-senado-1 → new=radio-senado-1 ; junk:duplicate-of:radio-senado","radio-senado-1","en|pt"
"radio-sal-made-in-germany","Radio Salü - Made in Germany","Unknown","slug-rewrite","old=radio-sal-made-in-germany → new=radio-salu-made-in-germany","radio-salu-made-in-germany","en"
"rdio-serto-quijingue","Rádio Sertão Quijingue","Brazil","slug-rewrite","old=rdio-serto-quijingue → new=radio-sertao-quijingue","radio-sertao-quijingue","en|pt"
"radio-saw-relax-1","radio SAW-Relax","Germany","slug-rewrite+mark-noindex","old=radio-saw-relax-1 → new=radio-saw-relax-1 ; junk:duplicate-of:radio-saw-relax","radio-saw-relax-1","en|de|tr"
"rdio-senado-braslia","Rádio Senado (Brasília)","Brazil","slug-rewrite","old=rdio-senado-braslia → new=radio-senado-brasilia","radio-senado-brasilia","en|pt"
"radio-sahar-1","Radio Sahar","Israel","slug-rewrite+mark-noindex","old=radio-sahar-1 → new=radio-sahar-1 ; junk:duplicate-of:radio-sahar","radio-sahar-1","en|he|ar|ru"
"radio-sapientia-944-fm","Radio Sapientia 94.4 FM","Uganda","slug-rewrite","old=radio-sapientia-944-fm → new=radio-sapientia-94-4-fm","radio-sapientia-94-4-fm","en"
"radio-santec-1","Radio Santec","Germany","slug-rewrite","old=radio-santec-1 → new=radio-santec","radio-santec","en|de|tr"
"radio-sandels-1","RADIO SANDELS","Finland","slug-rewrite+mark-noindex","old=radio-sandels-1 → new=radio-sandels-1 ; junk:duplicate-of:radio-sandels","radio-sandels-1","en|fi|sv"
"rdio-szava","Rádio Sázava","Czechia","slug-rewrite+mark-noindex","old=rdio-szava → new=radio-sazava-1 ; junk:duplicate-of:radio-sazava","radio-sazava-1","en|cs"
"radio-scoop-st-tienne","Radio Scoop St-Étienne","France","slug-rewrite","old=radio-scoop-st-tienne → new=radio-scoop-st-etienne","radio-scoop-st-etienne","en|fr|ar"
"radio-sandviken-1","Radio Sandviken","Sweden","slug-rewrite+mark-noindex","old=radio-sandviken-1 → new=radio-sandviken-1 ; junk:duplicate-of:radio-sandviken","radio-sandviken-1","en|sv"
"radio-scarpe-sense","Radio Scarpe Sensée","France","slug-rewrite","old=radio-scarpe-sense → new=radio-scarpe-sensee","radio-scarpe-sensee","en|fr|ar"
"radio-saranda-1","Radio Saranda","Albania","slug-rewrite+mark-noindex","old=radio-saranda-1 → new=radio-saranda-1 ; junk:duplicate-of:radio-saranda","radio-saranda-1","en|sq"
"radio-saw-1033-fm","radio SAW 103.3 FM","Germany","slug-rewrite","old=radio-saw-1033-fm → new=radio-saw-103-3-fm","radio-saw-103-3-fm","en|de|tr"
"radio-sal","Radio Salü","Germany","slug-rewrite+mark-noindex","old=radio-sal → new=radio-salu-2 ; junk:duplicate-of:radio-salu","radio-salu-2","en|de|tr"
"radio-sensacin","RADIO SENSACIÓN","Colombia","slug-rewrite+mark-noindex","old=radio-sensacin → new=radio-sensacion-1 ; junk:duplicate-of:radio-sensacion","radio-sensacion-1","en|es"
"rdio-santa-f-do-sul","Rádio Santa Fé do Sul","Brazil","slug-rewrite","old=rdio-santa-f-do-sul → new=radio-santa-fe-do-sul","radio-santa-fe-do-sul","en|pt"
"radio-schizoid-chilloutambient","Radio Schizoid - Chillout/Ambient","India","slug-rewrite+mark-noindex","old=radio-schizoid-chilloutambient → new=radio-schizoid-chillout-ambient-1 ; junk:duplicate-of:radio-schizoid-chillout-ambient","radio-schizoid-chillout-ambient-1","en|hi|ta|te|bn|mr|gu|ur"
"radio-saw-hits-fr-kids","radio SAW - Hits für Kids","Germany","slug-rewrite+mark-noindex","old=radio-saw-hits-fr-kids → new=radio-saw-hits-fur-kids-1 ; junk:duplicate-of:radio-saw-hits-fur-kids","radio-saw-hits-fur-kids-1","en|de|tr"
"radio-saw-90er-1","radio SAW-90er","Germany","slug-rewrite+mark-noindex","old=radio-saw-90er-1 → new=radio-saw-90er-1 ; junk:duplicate-of:radio-saw-90er","radio-saw-90er-1","en|de|tr"
"rdio-serrana-mix","Rádio Serrana Mix","Brazil","slug-rewrite","old=rdio-serrana-mix → new=radio-serrana-mix","radio-serrana-mix","en|pt"
"rdio-sertaneja-raiz","Rádio Sertaneja Raiz","Brazil","slug-rewrite+mark-noindex","old=rdio-sertaneja-raiz → new=radio-sertaneja-raiz-1 ; junk:duplicate-of:radio-sertaneja-raiz","radio-sertaneja-raiz-1","en|pt"
"radio-saw-2000er-1","radio SAW-2000er","Germany","slug-rewrite+mark-noindex","old=radio-saw-2000er-1 → new=radio-saw-2000er-1 ; junk:duplicate-of:radio-saw-2000er","radio-saw-2000er-1","en|de|tr"
"rdio-samson-1","Rádio Samson","Czechia","slug-rewrite+mark-noindex","old=rdio-samson-1 → new=radio-samson-2 ; junk:duplicate-of:radio-samson","radio-samson-2","en|cs"
"radio-santvi-1074fm","Radio SantVi 107.4FM","Spain","slug-rewrite","old=radio-santvi-1074fm → new=radio-santvi-107-4fm","radio-santvi-107-4fm","en|es|ca"
"radio-sinza-mp3","Radio Sinza (MP3)","Uganda","mark-noindex","junk:codec-suffix:-mp3","radio-sinza-mp3","en|sw"
"rdio-som-brega","Rádio Som Brega","Brazil","slug-rewrite","old=rdio-som-brega → new=radio-som-brega","radio-som-brega","en|pt"
"radio-stari-grad-1","Radio Stari Grad","Serbia","slug-rewrite+mark-noindex","old=radio-stari-grad-1 → new=radio-stari-grad-1 ; junk:duplicate-of:radio-stari-grad","radio-stari-grad-1","en|sr"
"radio-stars-985-fm-dab-belgium","Radio Stars 98.5 FM & DAB+ (Belgium)","Belgium","slug-rewrite","old=radio-stars-985-fm-dab-belgium → new=radio-stars-98-5-fm-dab-belgium","radio-stars-98-5-fm-dab-belgium","en|nl|fr"
"radio-srf-musikwelle-1","Radio SRF Musikwelle","Switzerland","slug-rewrite","old=radio-srf-musikwelle-1 → new=radio-srf-musikwelle","radio-srf-musikwelle","en|de|fr|it"
"radio-stereo-santagata","Radio Stereo Sant'Agata","Italy","slug-rewrite","old=radio-stereo-santagata → new=radio-stereo-sant-agata","radio-stereo-sant-agata","en|it"
"radio-stars-985-fm-dab-belgium-1","Radio Stars 98.5 FM & DAB+ (Belgium)","Belgium","slug-rewrite+mark-noindex","old=radio-stars-985-fm-dab-belgium-1 → new=radio-stars-98-5-fm-dab-belgium-1 ; junk:duplicate-of:radio-stars-98-5-fm-dab-belgium","radio-stars-98-5-fm-dab-belgium-1","en|nl|fr"
"radio-sol-891","Radio Sol 89.1","Bolivarian Republic Of Venezuela","slug-rewrite","old=radio-sol-891 → new=radio-sol-89-1","radio-sol-89-1","en|es"
"radio-son-reghintoplia","Radio SON Reghin/Toplița","Unknown","slug-rewrite","old=radio-son-reghintoplia → new=radio-son-reghin-toplita","radio-son-reghin-toplita","en|ro"
"radio-sol-977","Radio Sol 97.7","Chile","slug-rewrite","old=radio-sol-977 → new=radio-sol-97-7","radio-sol-97-7","en|es"
"radio-shalom-besanon","Radio Shalom Besançon","France","slug-rewrite","old=radio-shalom-besanon → new=radio-shalom-besancon","radio-shalom-besancon","en|fr|ar"
"radio-sin-nombre-899","Radio Sin Nombre 89.9","Mexico","slug-rewrite","old=radio-sin-nombre-899 → new=radio-sin-nombre-89-9","radio-sin-nombre-89-9","en|es"
"radio-spannenburg-1","Radio Spannenburg","The Netherlands","slug-rewrite+mark-noindex","old=radio-spannenburg-1 → new=radio-spannenburg-1 ; junk:duplicate-of:radio-spannenburg","radio-spannenburg-1","en|nl"
"radio-skvde","Radio Skövde","Sweden","slug-rewrite","old=radio-skvde → new=radio-skovde","radio-skovde","en|sv"
"radio-son-sighioara","Radio SON Sighișoara","Unknown","slug-rewrite","old=radio-son-sighioara → new=radio-son-sighisoara","radio-son-sighisoara","en|ro"
"radio-station-one-1","RADIO STATION ONE","Italy","slug-rewrite+mark-noindex","old=radio-station-one-1 → new=radio-station-one-1 ; junk:duplicate-of:radio-station-one","radio-station-one-1","en|it"
"radio-socialnetua-1","Radio Social.net.ua","Ukraine","slug-rewrite","old=radio-socialnetua-1 → new=radio-social-net-ua","radio-social-net-ua","en|uk|ru"
"rdio-silenci","Ràdio Silenci","Spain","slug-rewrite","old=rdio-silenci → new=radio-silenci","radio-silenci","en|es|ca"
"rdio-shekinah-s-louvor","Rádio Shekinah Só Louvor","Brazil","slug-rewrite","old=rdio-shekinah-s-louvor → new=radio-shekinah-so-louvor","radio-shekinah-so-louvor","en|pt"
"rdio-som-do-cu","Rádio Som do Céu","Brazil","slug-rewrite","old=rdio-som-do-cu → new=radio-som-do-ceu","radio-som-do-ceu","en|pt"
"radio-pioch","Radio Śpioch","Poland","slug-rewrite+mark-noindex","old=radio-pioch → new=radio-spioch-1 ; junk:duplicate-of:radio-spioch","radio-spioch-1","en|pl"
"radio-silesia-962-fm","Radio Silesia 96.2 FM","Poland","slug-rewrite","old=radio-silesia-962-fm → new=radio-silesia-96-2-fm","radio-silesia-96-2-fm","en|pl"
"radio-siegen-882-fm","Radio Siegen 88.2 FM","Germany","slug-rewrite","old=radio-siegen-882-fm → new=radio-siegen-88-2-fm","radio-siegen-88-2-fm","en|de|tr"
"radio-smile-1","RADIO SMILE","Hungary","slug-rewrite+mark-noindex","old=radio-smile-1 → new=radio-smile-1 ; junk:duplicate-of:radio-smile","radio-smile-1","en|hu"
"rdio-sobradinho-am-1110","Rádio Sobradinho AM 1110","Brazil","slug-rewrite","old=rdio-sobradinho-am-1110 → new=radio-sobradinho-am-1110","radio-sobradinho-am-1110","en|pt"
"rdio-sol-madeira-1037-fm","Rádio Sol Madeira (103.7 FM)","Portugal","slug-rewrite","old=rdio-sol-madeira-1037-fm → new=radio-sol-madeira-103-7-fm","radio-sol-madeira-103-7-fm","en|pt"
"rdio-sociedade-news-fm-1021-feira-de-santana","Rádio Sociedade News FM 102.1 Feira de Santana","Brazil","slug-rewrite","old=rdio-sociedade-news-fm-1021-feira-de-santana → new=radio-sociedade-news-fm-102-1-feira-de-santana","radio-sociedade-news-fm-102-1-feira-de-santana","en|pt"
"radio-stereo-sound-italia-2","Radio Stereo Sound Italia","Italy","slug-rewrite+mark-noindex","old=radio-stereo-sound-italia-2 → new=radio-stereo-sound-italia-2 ; junk:duplicate-of:radio-stereo-sound-italia","radio-stereo-sound-italia-2","en|it"
"radio-shqip-tirana-920-mhz","Radio Shqip - Tirana 92.0 MHz","Albania","slug-rewrite","old=radio-shqip-tirana-920-mhz → new=radio-shqip-tirana-92-0-mhz","radio-shqip-tirana-92-0-mhz","en|sq"
"radio-star-franche-comt","Radio Star Franche Comté","France","slug-rewrite","old=radio-star-franche-comt → new=radio-star-franche-comte","radio-star-franche-comte","en|fr|ar"
"radio-some","radio SOMEȘ","Romania","slug-rewrite","old=radio-some → new=radio-somes","radio-somes","en|ro"
"radio-srf-1-basel-baselland-1","Radio SRF 1 Basel Baselland","Switzerland","slug-rewrite+mark-noindex","old=radio-srf-1-basel-baselland-1 → new=radio-srf-1-basel-baselland-1 ; junk:duplicate-of:radio-srf-1-basel-baselland","radio-srf-1-basel-baselland-1","en|de|fr|it"
"rdio-s-mpb","RÁDIO SÓ MPB","Brazil","slug-rewrite","old=rdio-s-mpb → new=radio-so-mpb","radio-so-mpb","en|pt"
"radio-sotens","Radio Sotenäs","Sweden","slug-rewrite","old=radio-sotens → new=radio-sotenas","radio-sotenas","en|sv"
"radio-stadtfilter-dab","Radio Stadtfilter (DAB+)","Switzerland","mark-noindex","junk:codec-suffix:-dab","radio-stadtfilter-dab","en|de|fr|it"
"rdio-s-mpb-sorocaba","RÁDIO SÓ MPB SOROCABA","Brazil","slug-rewrite","old=rdio-s-mpb-sorocaba → new=radio-so-mpb-sorocaba","radio-so-mpb-sorocaba","en|pt"
"radio-sintonia-1","Radio Sintonia","Spain","slug-rewrite+mark-noindex","old=radio-sintonia-1 → new=radio-sintonia-1 ; junk:duplicate-of:radio-sintonia","radio-sintonia-1","en|es|ca"
"radio-shanasheel-1","Radio Shanasheel","Iraq","slug-rewrite+mark-noindex","old=radio-shanasheel-1 → new=radio-shanasheel-1 ; junk:duplicate-of:radio-shanasheel","radio-shanasheel-1","en|ar"
"radio-srf-3-2","Radio SRF 3","Switzerland","slug-rewrite","old=radio-srf-3-2 → new=radio-srf-3","radio-srf-3","en|de|fr|it"
"radio-tajerski-val","Radio Štajerski val","Slovenia","slug-rewrite","old=radio-tajerski-val → new=radio-stajerski-val","radio-stajerski-val","en|sl"
"radio-soft-kbenhavns-nr-bispebjerg-lr-bella-chr","Radio Soft - Københavns NR - Bispebjerg LR - Bella Chr","Denmark","slug-rewrite","old=radio-soft-kbenhavns-nr-bispebjerg-lr-bella-chr → new=radio-soft-kobenhavns-nr-bispebjerg-lr-bella-chr","radio-soft-kobenhavns-nr-bispebjerg-lr-bella-chr","en|da"
"radio-sputnik-1","Radio Sputnik","The Netherlands","slug-rewrite","old=radio-sputnik-1 → new=radio-sputnik","radio-sputnik","en|nl"
"radio-sol-955","Radio SOL 95.5","Austria","slug-rewrite","old=radio-sol-955 → new=radio-sol-95-5","radio-sol-95-5","en|de"
"radio-srood-1","Radio Srood","Afghanistan","slug-rewrite+mark-noindex","old=radio-srood-1 → new=radio-srood-1 ; junk:duplicate-of:radio-srood","radio-srood-1","en"
"radio-siebenbrgen","Radio Siebenbürgen","Germany","slug-rewrite","old=radio-siebenbrgen → new=radio-siebenburgen","radio-siebenburgen","en|de|tr"
"radio-steff-eisbrig-stark","Radio Steff ' Eisbärig stark'.","Germany","slug-rewrite","old=radio-steff-eisbrig-stark → new=radio-steff-eisbarig-stark","radio-steff-eisbarig-stark","en|de|tr"
"radio-socialnetua","Radio Social.net.ua","Ukraine","slug-rewrite+mark-noindex","old=radio-socialnetua → new=radio-social-net-ua-1 ; junk:duplicate-of:radio-social-net-ua","radio-social-net-ua-1","en|uk|ru"
"rdio-slovensko-1","RÁDIO SLOVENSKO","Slovakia","slug-rewrite+mark-noindex","old=rdio-slovensko-1 → new=radio-slovensko-1 ; junk:duplicate-of:radio-slovensko","radio-slovensko-1","en|sk"
"radio-srf-2-kultur-4","Radio SRF 2 Kultur","Switzerland","slug-rewrite","old=radio-srf-2-kultur-4 → new=radio-srf-2-kultur","radio-srf-2-kultur","en|de|fr|it"
"radio-ibenik","Radio Šibenik","Croatia","slug-rewrite","old=radio-ibenik → new=radio-sibenik","radio-sibenik","en|hr"
"radio-skadaneczki","Radio Składaneczki","Poland","slug-rewrite","old=radio-skadaneczki → new=radio-skladaneczki","radio-skladaneczki","en|pl"
"radio-siete-1077-fm","Radio Siete 107.7 FM","Paraguay","slug-rewrite","old=radio-siete-1077-fm → new=radio-siete-107-7-fm","radio-siete-107-7-fm","en|es"
"radio-sol-891-maturin","Radio Sol 89.1 Maturin","Bolivarian Republic Of Venezuela","slug-rewrite","old=radio-sol-891-maturin → new=radio-sol-89-1-maturin","radio-sol-89-1-maturin","en|es"
"radio-sova-2","Radio Sova","Croatia","slug-rewrite","old=radio-sova-2 → new=radio-sova","radio-sova","en|hr"
"radio-sinaloa-945-939-y-925","Radio Sinaloa 94.5, 93.9 y 92.5","Mexico","slug-rewrite","old=radio-sinaloa-945-939-y-925 → new=radio-sinaloa-94-5-93-9-y-92-5","radio-sinaloa-94-5-93-9-y-92-5","en|es"
"radio-spider-1","Radio Spider","Mexico","slug-rewrite+mark-noindex","old=radio-spider-1 → new=radio-spider-1 ; junk:duplicate-of:radio-spider","radio-spider-1","en|es|ja"
"radio-son-de-manta-933-fm","Radio Son De Manta 93.3 FM","Ecuador","slug-rewrite","old=radio-son-de-manta-933-fm → new=radio-son-de-manta-93-3-fm","radio-son-de-manta-93-3-fm","en|es"
"radio-slovo-ljubve-1","Radio Slovo Ljubve","Serbia","slug-rewrite+mark-noindex","old=radio-slovo-ljubve-1 → new=radio-slovo-ljubve-1 ; junk:duplicate-of:radio-slovo-ljubve","radio-slovo-ljubve-1","en|sr"
"radio-sol-1","RADIO SOL","Chile","slug-rewrite","old=radio-sol-1 → new=radio-sol","radio-sol","en|es"
"radio-spin-962-fm","Radio SPIN 96.2 FM","Czechia","slug-rewrite","old=radio-spin-962-fm → new=radio-spin-96-2-fm","radio-spin-96-2-fm","en|cs"
"radio-srf-4-news-1","Radio SRF 4 News","Switzerland","slug-rewrite","old=radio-srf-4-news-1 → new=radio-srf-4-news","radio-srf-4-news","en|de|fr|it"
"radio-star-mix-1","Radio Star Mix","Peru","slug-rewrite+mark-noindex","old=radio-star-mix-1 → new=radio-star-mix-1 ; junk:duplicate-of:radio-star-mix","radio-star-mix-1","en|es"
"radio-srf-1-regionaljournal-graubnden","Radio SRF 1 Regionaljournal Graubünden","Switzerland","slug-rewrite","old=radio-srf-1-regionaljournal-graubnden → new=radio-srf-1-regionaljournal-graubunden","radio-srf-1-regionaljournal-graubunden","en|de|fr|it"
"radio-srf-virus-1","Radio SRF Virus","Switzerland","slug-rewrite+mark-noindex","old=radio-srf-virus-1 → new=radio-srf-virus-1 ; junk:duplicate-of:radio-srf-virus","radio-srf-virus-1","en|de|fr|it"
"radio-skay-1","Radio SKAY","Serbia","slug-rewrite+mark-noindex","old=radio-skay-1 → new=radio-skay-1 ; junk:duplicate-of:radio-skay","radio-skay-1","en|sr"
"radio-subfurt","Radio Słubfurt","Germany","slug-rewrite+mark-noindex","old=radio-subfurt → new=radio-slubfurt-1 ; junk:duplicate-of:radio-slubfurt","radio-slubfurt-1","en|de|tr"
"radio-soda-stereo-1053-fm","Radio Soda Stereo 105.3 FM","El Salvador","slug-rewrite","old=radio-soda-stereo-1053-fm → new=radio-soda-stereo-105-3-fm","radio-soda-stereo-105-3-fm","en|es"
"radio-sinza-mp3-1","Radio Sinza (MP3)","Uganda","slug-rewrite+mark-noindex","old=radio-sinza-mp3-1 → new=radio-sinza-mp3-1 ; junk:codec-suffix:-mp3-1","radio-sinza-mp3-1","en|sw"
"radio-sonora-1045-fm","Radio Sonora 104.5 FM","El Salvador","slug-rewrite","old=radio-sonora-1045-fm → new=radio-sonora-104-5-fm","radio-sonora-104-5-fm","en|es"
"radio-sonora-1045-fm-1","Radio Sonora 104.5 FM","El Salvador","slug-rewrite+mark-noindex","old=radio-sonora-1045-fm-1 → new=radio-sonora-104-5-fm-1 ; junk:duplicate-of:radio-sonora-104-5-fm","radio-sonora-104-5-fm-1","en|es"
"radio-stara-arija","Radio Stara Čaršija","Serbia","slug-rewrite","old=radio-stara-arija → new=radio-stara-carsija","radio-stara-carsija","en|sr"
"radio-slavonija-1","Radio Slavonija","Croatia","slug-rewrite+mark-noindex","old=radio-slavonija-1 → new=radio-slavonija-1 ; junk:duplicate-of:radio-slavonija","radio-slavonija-1","en|hr"
"radio-srf-1-zrich-schaffhausen","Radio SRF 1 Zürich Schaffhausen","Switzerland","slug-rewrite","old=radio-srf-1-zrich-schaffhausen → new=radio-srf-1-zurich-schaffhausen","radio-srf-1-zurich-schaffhausen","en|de|fr|it"
"radio-stacey-01","Radio Stacey 01","The United States Of America","mark-noindex","junk:duplicate-of:radio-stacey","radio-stacey-01","en|es"
"radio-sidewinder-1","Radio Sidewinder","Unknown","slug-rewrite+mark-noindex","old=radio-sidewinder-1 → new=radio-sidewinder-1 ; junk:duplicate-of:radio-sidewinder","radio-sidewinder-1","en"
